Approximate vocal-track candidates from CLAP text/audio contrast
Database: C:\db\abstracted.sqlite
Tracks with CLAP embeddings: 61355
Threshold: top 5% score >= -0.033566
Selected: 3068
Score = max(vocal prompt similarity) - max(instrumental prompt similarity)

score	id	title	maest_top_labels	path
-0.000120	49970	Orlando Voorn - A So Deep	Tech House, Techno, Minimal	M:/Volumes/Avantgarde/MP3/Orlando VOORN - So Deep EP [2022]/01 - Orlando Voorn - A So Deep.mp3
-0.000140	43076	Atmann - Atmann - Occurrence	Minimal, Tech House, Techno	M:/Volumes/Avantgarde/HiRes/VOL. 2 - Various Artists [2020]/23 Atmann - Occurrence.flac
-0.000147	44745	Ertmi - The Gravitational Interaction	Minimal, Minimal Techno, Experimental	M:/Volumes/Albums/Welter Records - Christmas At Welter 05 -CAW05/Ertmi - Christmas At Welter 05 -CAW05- - 08 The Gravitational Interaction.aiff
-0.000171	18719	The NY House Trak Original Mix	House, Deep House, Tech House	M:/Volumes/Abstracted/10001-20000/The NY House Trak Original Mix.wav
-0.000178	54876	Deep'a & Biri - Voltage (Peter Van Hoesen's Midnight Haze)	Techno, Deep Techno, Dub Techno	M:/Volumes/Avantgarde/MP3/Various Artists - DOMINANCE REMIXES [2018]/02 - Deep'a & Biri - Voltage (Peter Van Hoesen's Midnight Haze).mp3
-0.000220	35051	DIRTY GLASSEZ - In My Mind	UK Garage, Breaks, Bassline	M:/Volumes/Abstracted/30001-40000/GLASSEZ - In My Mind.flac
-0.000241	29768	X-ELIXIS - Dream	Progressive House, Techno, Progressive Trance	M:/Volumes/Abstracted/20001-30000/X-ELIXIS - Dream.flac
-0.000242	20230	A Amadeo Savio biaso edit prem MASTERmmlzz 24bit Vinyl Prep For	Minimal, Deep Techno, Dub Techno	M:/Volumes/Abstracted/20001-30000/A Amadeo Savio biaso edit prem MASTERmmlzz 24bit Vinyl Prep For.wav
-0.000290	47396	Fixon - Raspaduras	Techno, Deep Techno, Hard Techno	M:/Volumes/Avantgarde/MP3/Fixon - THE WORST MOMENTS EP [2018]/02 - Fixon - Raspaduras.mp3
-0.000326	32909	Bodeler - Bom Gates	Minimal, Techno, Tech House	M:/Volumes/Abstracted/30001-40000/Bodeler - Bom Gates.aif
-0.000339	16167	Mostly James - Reach Higher (Original Mix)	Breaks, Psy-Trance, Progressive Trance	M:/Volumes/Abstracted/10001-20000/Mostly James Reach Higher (Original Mix).flac
-0.000339	3445	fratii.ro - Alex Simori - High Function	Minimal, Minimal Techno, Tech House	M:/Volumes/Abstracted/00001-10000/fratii ro FRT028 Cuceritor VA 01 Alex Simori High Function.flac
-0.000353	44223	Pyrmont - Hidden Purpose Float Through	Ambient, Dark Ambient, Dub Techno	M:/Volumes/Albums/Pyrmont - Hidden Purpose/Pyrmont - Hidden Purpose - 01 Float Through.wav
-0.000375	62179	KAS:ST - The Eternal Why	Techno, Deep Techno, Ambient	M:/Volumes/Avantgarde/MP3/Voyage Of Time - Kas St [2017]/01 - KAS ST - The Eternal Why.mp3
-0.000384	16671	Olivier Romero - Shout the Killer	House, Deep House, Tech House	M:/Volumes/Abstracted/10001-20000/Olivier Romero - Shout the Killer.wav
-0.000434	14698	Jotunn - Subcounscious Dub	Ambient, Dub Techno, Experimental	M:/Volumes/Abstracted/10001-20000/Jotunn - Subcounscious Dub.flac
-0.000462	24694	Ken Spieker - Aloe	House, Tech House, Progressive House	M:/Volumes/Abstracted/20001-30000/Ken Spieker - Aloe [GRV001A].flac
-0.000496	61890	K Alexi Shelby - Spanish Fly	House, Techno, Breakbeat	M:/Volumes/Avantgarde/MP3/Various Artists Pt.3 - FABRIC PRESENTS THE MARTINEZ BROTHERS [2019]/08 - K Alexi Shelby - Spanish Fly.mp3
-0.000517	44203	B2	Minimal, Tech House, Minimal Techno	M:/Volumes/Albums/Playedby006/B2.wav
-0.000529	30242	Never Alone In A Dark Room - Asn_Dv	Minimal, Techno, Minimal Techno	M:/Volumes/Abstracted/30001-40000/01. Never Alone In A Dark Room - Asn Dv.flac
-0.000540	1457	Byron Yeates - Waves	Downtempo, Ambient, Dub	M:/Volumes/Abstracted/00001-10000/Byron Yeates - Waves (Original Mix).wav
-0.000550	43828	Kerri Chandler (Official) - Kerri Chandler - Waterfall	House, Deep House, Garage House	M:/Volumes/Albums/Kerri Chandler (Official) - Dad Giveaway 05/Kerri Chandler (Official) - Dad Giveaway - 55 Kerri Chandler - Waterfall.aiff
-0.000564	56392	Tribu Oro - Malaka	Downtempo, Latin, House	M:/Volumes/Avantgarde/MP3/Various Artists - JOURNEYS EP [2018]/02 - Tribu Oro - Malaka.mp3
-0.000565	18313	Steve O'Sullivan - Stripped (Exos Reconstruction) (Remix)	Dub Techno, Deep Techno, Techno	M:/Volumes/Abstracted/10001-20000/Steve O'Sullivan Stripped Exos.wav
-0.000585	9793	Yaar Kü - Yaar Kü - π	Dub, Minimal, Minimal Techno	M:/Volumes/Abstracted/00001-10000/Yaar Kü - Yaar Kü - π.wav
-0.000586	3904	Hector Couto, Carlos Sánchez - Hot Valves	House, Tech House, UK Garage	M:/Volumes/Abstracted/00001-10000/Hector Couto, Carlos Sánchez - Hot Valves [RSH262].flac
-0.000611	21291	Unknown Artist - Blackbird	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/20001-30000/Blackbird.aiff
-0.000651	18250	Space Afrika - dred	Ambient, Minimal, Experimental	M:/Volumes/Abstracted/10001-20000/Space Afrika dred.flac
-0.000672	21593	SIS - Carousel (Original Mix)	Deep House, Neo Trance, House	M:/Volumes/Abstracted/20001-30000/Carousel (Original Mix).flac
-0.000715	26842	Persound - Mjölnir	Dub Techno, Techno, Experimental	M:/Volumes/Abstracted/20001-30000/Persound - Mjölnir.flac
-0.000720	43335	Oxia - Domino	Tech House, Techno, Progressive House	M:/Volumes/Albums/Carl_Craig_+_Sonja_Moonear_Cocoon_In_The_Mix_2016_CD_FLAC_Copie/1-11. Oxia - Domino.flac
-0.000760	57642	SDK - Sitting On Ice	Techno, Minimal Techno, Minimal	M:/Volumes/Avantgarde/MP3/Various Artists - NOTHING BUT... MINIMAL STYLE, VOL. 09 Pt.2 [2020]/07 - SDK - Sitting On Ice.mp3
-0.000829	48576	LAAT - Give Your Love (Original Mix) 2018	Techno, Deep Techno, Tech House	M:/Volumes/Avantgarde/MP3/LAAT - GIVE YOUR LOVE EP/01 - LAAT - Give Your Love (Original Mix) 2018.mp3
-0.000832	34367	Dragutesku - Pandemic011 Diversiune	Minimal, Minimal Techno, Tech House	M:/Volumes/Abstracted/30001-40000/Dragutesku - Pandemic011 - 02 Diversiune.wav
-0.000918	5941	Mike Posner - Cooler Than Me (Ted Bear Remix)	House, Deep House, Dance-pop	M:/Volumes/Abstracted/00001-10000/Mike Posner - Cooler Than Me (Ted Bear Remix).wav
-0.000934	45153	Alter Woo - Falling of Babylon	Ambient, Experimental, Downtempo	M:/Volumes/Avantgarde/MP3/Alter Woo - Morning Star [2020]/04 - Alter Woo - Falling of Babylon.mp3
-0.000967	428	Alex Attias Presents Mustang feat. Colonel Red - Finding Who We Are (Quarion dub)	Deep House, House, Downtempo	M:/Volumes/Abstracted/00001-10000/Alex Attias Presents Mustang feat. Colonel Red - Finding Who We Are (Quarion dub).flac
-0.000982	30088	Jay Lumen - No Money No Honey (Original Mix)	Tech House, Techno, Minimal Techno	M:/Volumes/Abstracted/30001-40000/01 No Money No Honey (Original Mix).aiff
-0.000992	50326	Proff - The Cycle (Original Mix)	Progressive House, Tech House, House	M:/Volumes/Avantgarde/MP3/PROFF - THE CYCLE [2018]/01 - Proff - The Cycle (Original Mix).mp3
-0.001001	53942	Alex Mine - Trouble	Tech House, House, Techno	M:/Volumes/Avantgarde/MP3/Various Artists - BOYS & GIRLS WINTER SESSION [2019]/02 - Alex Mine - Trouble.mp3
-0.001065	51788	The Minimal Kidz - The End of It All	Tech House, Minimal, House	M:/Volumes/Avantgarde/MP3/The Minimal Kidz - BODY LANGUAGE THE END OF IT ALL EP [2010]/06 - The Minimal Kidz - The End of It All.mp3
-0.001076	21032	B-15 Project - Girls Like Us	UK Garage, House, RnB/Swing	M:/Volumes/Abstracted/20001-30000/B-15 Project - Girls Like Us.flac
-0.001085	43886	Leon Vynehall - Ecce! Ego!	Downtempo, Ambient, Dubstep	M:/Volumes/Albums/Leon Vynehall - Rare, Forever (Ninja Tune).FLAC/01-Leon Vynehall - Ecce! Ego!.flac
-0.001100	54337	Prysma - Cocobell	Tech House, House, Techno	M:/Volumes/Avantgarde/MP3/Various Artists - COCOBELL EP [2019]/04 - Prysma - Cocobell.mp3
-0.001112	23443	Leafar Legov - Force Majeure	Dub Techno, Ambient, Dub	M:/Volumes/Abstracted/20001-30000/Force Majeure.flac
-0.001126	55395	Didacte - Awe (Daniel Verhagen Remix)	Deep House, Neo Trance, Tech House	M:/Volumes/Avantgarde/MP3/Various Artists - FHTTG REMIXES [2018]/01 - Didacte - Awe (Daniel Verhagen Remix).mp3
-0.001130	38057	René Audiard - And I Am	Psy-Trance, Ambient, Techno	M:/Volumes/Abstracted/30001-40000/René Audiard - And I.flac
-0.001157	62277	Yan Cook - Toxin (Original Mix)	Techno, Hard Techno, Deep Techno	M:/Volumes/Avantgarde/MP3/Yan Cook - TOXIN EP [2018]/01 - Yan Cook - Toxin (Original Mix).mp3
-0.001184	27858	Shakedown - At Night (Tiger & Woods Extended Remix)	Electro, Electro, Breakbeat	M:/Volumes/Abstracted/20001-30000/Shakedown - At Night (Tiger Woods Extended Remix).wav
-0.001217	43298	Blu:sh - The Hawk (Blush edit)	House, Progressive House, Tech House	M:/Volumes/Albums/Blu-sh - Blush Edits fundraiser/Blu-sh - Blush Edits fundraiser - 10 The Hawk (Blush edit).aiff
-0.001225	31920	Adeva - I Thank You - Club Mix	Garage House, House, Deep House	M:/Volumes/Abstracted/30001-40000/Adeva - I Thank You - (Club Mix).flac
-0.001230	29184	Unknown Artist - Dela#3	House, Deep House, Tech House	M:/Volumes/Abstracted/20001-30000/Unknown Artist - Dela#3.aiff
-0.001317	61035	Law of Resonance - Interplanetary	Techno, Ambient, Deep Techno	M:/Volumes/Avantgarde/MP3/Various Artists - VA-SI [2020]/02 - Law of Resonance - Interplanetary.mp3
-0.001324	38929	B1 - Sweely - Vol De Nuit 4424 VINYL	Electro, House, Synth-pop	M:/Volumes/Abstracted/30001-40000/Sweely - Vol De Nuit 4424.wav
-0.001332	46709	DeWalta - Fugacity	Ambient, Experimental, Techno	M:/Volumes/Avantgarde/MP3/Dewalta - LYRA PI [2019]/02 - DeWalta - Fugacity.mp3
-0.001373	3687	Gojnea76 - Desire	Minimal, Tech House, House	M:/Volumes/Abstracted/00001-10000/Gojnea76 - Desire.flac
-0.001413	46120	Calypse - Meaning (D-Formation Remix)	Tech House, Techno, Progressive House	M:/Volumes/Avantgarde/MP3/Calypse D-Formation - Meaning [2017]/02 - Calypse - Meaning (D-Formation Remix).mp3
-0.001449	14967	Kolter - Wub Riddim (Original Mix) [Koltrax 2025]	Tech House, House, Techno	M:/Volumes/Abstracted/10001-20000/Kolter - Wub Riddim (Original Mix) [Koltrax 2025].wav
-0.001470	34006	Dennis Ferrer feat. Danil Wright - Church Lady	House, Garage House, Deep House	M:/Volumes/Abstracted/30001-40000/Dennis Ferrer - Church Lady.flac
-0.001507	30203	Iacob - Strange Fruit	Minimal, Techno, Dub Techno	M:/Volumes/Abstracted/30001-40000/01. Iacob - Strange Fruit.flac
-0.001516	44597	Todd Terry & Roog - Old Skool Joint (48 Hour Mix)	House, Garage House, Deep House	M:/Volumes/Albums/VA - The Best of Freeze Records (Volume 3)/04 Old Skool Joint (48 Hour Mix).flac
-0.001533	48983	Markus Volker - Addicted	Tech House, Techno, Minimal	M:/Volumes/Avantgarde/MP3/Markus Volker - BAD INTENTIONS EP [2020]/02 - Markus Volker - Addicted.mp3
-0.001539	60520	Lyand - Tunnel Vision	Techno, Tech House, House	M:/Volumes/Avantgarde/MP3/Various Artists - TUNNEL VISION [2018]/02 - Lyand - Tunnel Vision.mp3
-0.001621	61827	Mudd.Zed - Expensive Exchange	Techno, Hard Techno, Acid	M:/Volumes/Avantgarde/MP3/Various Artists Pt.1 - SICK PLANET PANKOW PRESENTS SPOOKY NITRO 2K19 [2019]/09 - Mudd.Zed - Expensive Exchange.mp3
-0.001633	47491	Franco Rossi - Cobblestone	Tech House, Techno, Minimal	M:/Volumes/Avantgarde/MP3/Franco Rossi - ANNOYING [2019]/03 - Franco Rossi - Cobblestone.mp3
-0.001633	35756	JNT - The Body	Tech House, Minimal, Deep House	M:/Volumes/Abstracted/30001-40000/JNT - The Body.flac
-0.001648	5325	Lucio Di Stefano - RAVE TOOL	Techno, House, Tech House	M:/Volumes/Abstracted/00001-10000/Lucio Di Stefano - RAVE TOOL.flac
-0.001649	48491	Klartraum - White Castle	Ambient, Experimental, Dark Ambient	M:/Volumes/Avantgarde/MP3/Klartraum - MANIFESTATION BACK IN TIME [2020]/06 - Klartraum - White Castle.mp3
-0.001716	7721	samples4d 6-Prophet V3	Ambient, Synth-pop, Experimental	M:/Volumes/Abstracted/00001-10000/samples4d 6-Prophet V3.wav
-0.001750	20878	Arjun Vagale - S O S -Charity Compilation- Sleep Cycle	Techno, Hard Techno, Acid	M:/Volumes/Abstracted/20001-30000/Arjun Vagale - S O S -Charity Compilation - 14 Sleep Cycle.wav
-0.001768	58505	Sabb - Somebody to Love (Joeski Remix)	Tech House, House, Deep House	M:/Volumes/Avantgarde/MP3/Various Artists - RADIANT THE REMIXES, PART 2 [2018]/03 - Sabb - Somebody to Love (Joeski Remix).mp3
-0.001837	12722	DJ Steaw - Feel	House, Deep House, Tech House	M:/Volumes/Abstracted/10001-20000/DJ Steaw - Feel.flac
-0.001842	7188	Pîrvu – Middle School [Unanim Records]	Electro, Techno, Minimal	M:/Volumes/Abstracted/00001-10000/Pîrvu – Middle School [Unanim Records].wav
-0.001858	47420	FLOD - Minicu (Original Mix)	Tech House, Techno, House	M:/Volumes/Avantgarde/MP3/FLOD - STELLAR [2018]/02 - FLOD - Minicu (Original Mix).mp3
-0.001874	28865	Trik - Real Good	Minimal, Minimal Techno, Techno	M:/Volumes/Abstracted/20001-30000/Trik - Real Good [DRGL003].flac
-0.001875	39917	Zara - Idyll	Ambient, Downtempo, Dub	M:/Volumes/Abstracted/30001-40000/Zara - Idyll.flac
-0.001937	16486	Contours - North West	Downtempo, Future Jazz, Techno	M:/Volumes/Abstracted/10001-20000/North West.flac
-0.002001	50389	Raito - Acid Overflow	Techno, Acid, Hard Techno	M:/Volumes/Avantgarde/MP3/Raito - NEVER FELT THIS WAY EP [2019]/02 - Raito - Acid Overflow.mp3
-0.002005	31582	Alex Falk - Needs	Techno, House, Ghetto House	M:/Volumes/Abstracted/30001-40000/2 - Needs.flac
-0.002021	2197	D'Julz - Da Madness (2013 Mix)	Deep House, House, Techno	M:/Volumes/Abstracted/00001-10000/D'Julz - Da Madness (2013 Mix).wav
-0.002033	48546	Kreed. - Book of life	Tech House, Minimal, House	M:/Volumes/Avantgarde/MP3/Kreed. - BOOK OF LIFE EP [2020]/01 - Kreed. - Book of life.mp3
-0.002060	48704	Lewis. - Sound Wave	Techno, Deep Techno, Dub Techno	M:/Volumes/Avantgarde/MP3/Lewis. - SOUND WAVE EP [2019]/01 - Lewis. - Sound Wave.mp3
-0.002064	3684	Gojnea76 - Body n Soul	House, Techno, Tribal House	M:/Volumes/Abstracted/00001-10000/Gojnea76 - Body n Soul.flac
-0.002104	28351	Taly & Smith - Suck My Electro	Techno, Breakbeat, Electro	M:/Volumes/Abstracted/20001-30000/Suck My Electro.flac
-0.002114	28055	SKITCUT - KISS MY BASS GIRL	Electro, Electro, Breakbeat	M:/Volumes/Abstracted/20001-30000/SKITCUT - SKITCUT 001 - 03 KISS MY BASS GIRL.flac
-0.002118	16243	Tetelepta - My Way	Techno, Minimal, Tribal	M:/Volumes/Abstracted/10001-20000/My Way.flac
-0.002125	4491	Adelphi Music Factory - Jive Turkey	House, Ghetto House, Techno	M:/Volumes/Abstracted/00001-10000/Jive Turkey.flac
-0.002154	43602	Gosub - The Future Is Enslaved Darkness Modulations	Electro, Techno, House	M:/Volumes/Albums/Gosub - The Future Is Enslaved/Gosub - The Future Is Enslaved - 03 Darkness Modulations.wav
-0.002181	56066	Dennis Ferrer feat. K.T. Brooks - How Do I Let Go	Deep House, House, Garage House	M:/Volumes/Avantgarde/MP3/Various Artists - HOW DO I LET GO (REMIXES) [2019]/02 - Dennis Ferrer feat. K.T. Brooks - How Do I Let Go.mp3
-0.002191	53654	Kaiser Souzai - AC102 (Original Mix)	Techno, Tech House, Acid	M:/Volumes/Avantgarde/MP3/Various Artists - BB12 [2018]/03 - Kaiser Souzai - AC102 (Original Mix).mp3
-0.002203	22126	Crossing Avenue - Alaska	Experimental, Techno, Ambient	M:/Volumes/Abstracted/20001-30000/Crossing Avenue - Alaska.flac
-0.002226	47937	Ilija Djokovic - Helix (Original Mix)	Techno, Neo Trance, Hard Techno	M:/Volumes/Avantgarde/MP3/Ilija Djokovic - EPICA [2018]/02 - Ilija Djokovic - Helix (Original Mix).mp3
-0.002247	14809	Kay Becker - Satellite Stories	Techno, Tech House, House	M:/Volumes/Abstracted/10001-20000/Kay Becker - Satellite Stories.flac
-0.002341	57825	Introversion - Onryo	Techno, Hard Techno, Acid	M:/Volumes/Avantgarde/MP3/Various Artists - ONRYO [2019]/04 - Introversion - Onryo.mp3
-0.002362	34926	Funk Essentials - Only You (Jupiters Scorching Garage Mix)	House, Euro House, Garage House	M:/Volumes/Abstracted/30001-40000/Funk Essentials - Only You (Jupiters Scorching Garage Mix).flac
-0.002373	3347	Floorplan - Fiyaaaa!	House, Tech House, Techno	M:/Volumes/Abstracted/00001-10000/Fiyaaaa!.wav
-0.002410	35087	Gojnea76 - Late Night Cry ft. Joiah	House, Garage House, Deep House	M:/Volumes/Abstracted/30001-40000/Gojnea76 - FREAKKKKKK IT - 01 Late Night Cry ft. Joiah.aiff
-0.002423	36506	Luca Lozano - Make Peace	House, Techno, Acid	M:/Volumes/Abstracted/30001-40000/Make Peace.flac
-0.002434	62018	Vid - Once was ( Pian )	Ambient, Experimental, Abstract	M:/Volumes/Avantgarde/MP3/Vid - Side Effects EP [2021]/06 - Vid - Once was ( Pian ).mp3
-0.002437	37967	Ranga - Ranga - Mask	Tribal, Downtempo, Contemporary Jazz	M:/Volumes/Abstracted/30001-40000/Ranga - Ranga - Mask.aiff
-0.002448	31087	The Frozen Autumn - Your Touch (Album Version)	Darkwave, Synth-pop, Synthwave	M:/Volumes/Abstracted/30001-40000/05 - Your Touch ( Version).flac
-0.002487	1704	Chinonegro - Tour Guide	House, Tech House, Ghetto House	M:/Volumes/Abstracted/00001-10000/Chinonegro - Tour Guide.flac
-0.002520	4	ANOTR, Kurtis Wells - (Turn It Up) [Kronan Edit]	House, Disco, Dance-pop	M:/Volumes/Abstracted/00001-10000/(Turn It Up) [Kronan Edit].wav
-0.002539	11023	Automat Nothing Strange Ricardo Villalobos & Max Loderbauer House	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/10001-20000/Automat Nothing Strange Ricardo Villalobos & Max Loderbauer House.wav
-0.002552	4861	Kolter - Gorillaz - Feel Good Inc. (Kolter Edit)	House, Tech House, Deep House	M:/Volumes/Abstracted/00001-10000/Kolter - Gorillaz - Feel Good Inc. (Kolter Edit).wav
-0.002574	31402	HD Substance - Sand Tiger Shark	Techno, Deep Techno, Acid	M:/Volumes/Abstracted/30001-40000/10 - Sand Tiger Shark.flac
-0.002602	3444	Frankie Goes To Holywood - Relax 4.0 (Steve Rachmad remix)	House, Tech House, Techno	M:/Volumes/Abstracted/00001-10000/Frankie Goes To Holywood - Relax 4.0 (Steve Rachmad remix).wav
-0.002655	15303	Tiga;Roman Flügel - Look To The Sky	Techno, Minimal, Acid	M:/Volumes/Abstracted/10001-20000/Look To The Sky.flac
-0.002662	10074	Maara - Juicy Tracksuit	Psy-Trance, Progressive Trance, Techno	M:/Volumes/Abstracted/10001-20000/02 - Juicy Tracksuit.flac
-0.002712	56513	Nikodia, Ilona Maras - My Reflections	House, Techno, Electro	M:/Volumes/Avantgarde/MP3/Various Artists - KEIN SCHUBLADENDENKEN!, VOL. 6 2 [2019]/03 - Nikodia, Ilona Maras - My Reflections.mp3
-0.002747	32892	Blunted Dummies - House for All  (J. Acquaviva's Mix)	House, Deep House, Disco	M:/Volumes/Abstracted/30001-40000/Blunted Dummies - House for All (J. Acquaviva's Mix).flac
-0.002759	32059	Alex Şimori - Lambda Class Imperial Shuttle	Minimal Techno, Minimal, Tech House	M:/Volumes/Abstracted/30001-40000/Alex Şimori Berlina shuttle 01 Alex Simori Lambda Class Imperial.aiff
-0.002786	46818	DJ Sodeyama - Test Pttrn 009	Techno, Deep Techno, Acid	M:/Volumes/Avantgarde/MP3/DJ Sodeyama - TEST PATTERN EP [2019]/05 - DJ Sodeyama - Test Pttrn 009.mp3
-0.002807	20287	ACA (YU) - Da Hows	Speed Garage, UK Garage, Bassline	M:/Volumes/Abstracted/20001-30000/ACA (YU) - Da Hows.flac
-0.002812	54864	Al Bird - Macaw (Pischinger & Dermota Remix)	Deep Techno, Tech House, Techno	M:/Volumes/Avantgarde/MP3/Various Artists - DOBRE [2018]/04 - Al Bird - Macaw (Pischinger & Dermota Remix).mp3
-0.002819	35916	Kanthor - Ballet Mécanique	Ambient, Deep Techno, Techno	M:/Volumes/Abstracted/30001-40000/Kanthor - Ballet Mécanique.flac
-0.002820	30896	The Orb - Outlands (Fountains Of Elisha Mix)	Downtempo, House, Ambient	M:/Volumes/Abstracted/30001-40000/04 - The Orb - Outlands (Fountains Of Elisha Mix).flac
-0.002869	61907	Tim Rilies - Distortion	Techno, Acid, Hard Techno	M:/Volumes/Avantgarde/MP3/Various Artists Pt.4 - SICK PLANET PANKOW PRESENTS SPOOKY NITRO 2K19 [2019]/02 - Tim Rilies - Distortion.mp3
-0.002922	33072	Byron Stingily - Get Up (Everybody) (Mousse T.'s Extended Mix)	House, Garage House, Deep House	M:/Volumes/Abstracted/30001-40000/Byron Stingily Get Up Everybody Mousse T 's (Extended Mix).flac
-0.002934	57749	Mr. ID, Abdellah Ben Charradi - Omah (Le Croque Remix)	Tech House, Techno, House	M:/Volumes/Avantgarde/MP3/Various Artists - OMAH [2019]/03 - Mr. ID, Abdellah Ben Charradi - Omah (Le Croque Remix).mp3
-0.002950	11390	Blaze - Lovelee Dae (20:20 Vision Remix)	Deep House, House, Garage House	M:/Volumes/Abstracted/10001-20000/Blaze - Lovelee Dae (2020 Vision Remix).aiff
-0.002972	10424	Ageless - A2 A Waking Dream (Alexander Skancke Remix) VINYL ONLY	Techno, Tech House, Progressive House	M:/Volumes/Abstracted/10001-20000/Ageless A Waking Dream Alexander Skancke Remix Waking.aiff
-0.002976	48808	LUCH (RU) - P Face 2 (Original Mix)	Tech House, Techno, Minimal	M:/Volumes/Avantgarde/MP3/LUCH (RU) - Unrelated [2022]/02 - LUCH (RU) - P Face 2 (Original Mix).mp3
-0.002984	54748	Sun In Arms & Scolario - Destination (Original Mix)	Progressive Trance, Progressive House, Trance	M:/Volumes/Avantgarde/MP3/Various Artists - DESTINATION & POSSESSION [2018]/02 - Sun In Arms & Scolario - Destination (Original Mix).mp3
-0.003026	60142	Cristhian Balcazar - Got U	Tech House, House, Bassline	M:/Volumes/Avantgarde/MP3/Various Artists - THE CRAZY SPY [2019]/02 - Cristhian Balcazar - Got U.mp3
-0.003032	14176	Ian Pooley - Ian Pooley ''Chord Memory'' (Daft Punk Remix)	Techno, House, Tech House	M:/Volumes/Abstracted/10001-20000/Ian Pooley Ian Pooley 'Chord Memory' Daft Punk (Remix).flac
-0.003056	39336	QZB - Unforgiving	Drum n Bass, Halftime, Dubstep	M:/Volumes/Abstracted/30001-40000/Unforgiving.flac
-0.003071	35685	Jay Haze - I Wait For You feat. Laila Tov (Original Mix)	House, Deep House, Tech House	M:/Volumes/Abstracted/30001-40000/Jay Haze - I Wait For You feat. Laila Tov (Original Mix).wav
-0.003150	3816	Half Hawaii - Skinny Papa	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/00001-10000/Half Hawaii - Skinny Papa.flac
-0.003173	31391	Mani Festo, Denham Audio - Favela	Drum n Bass, Breaks, Dubstep	M:/Volumes/Abstracted/30001-40000/1-Mani-Festo-Favela-3XU97T.flac
-0.003206	10107	Mark Ambrose & Mieka du Franx - Wake Me Up	Deep House, House, Garage House	M:/Volumes/Abstracted/10001-20000/02. Mark Ambrose & Mieka du Franx - Wake Me Up__262245.flac
-0.003223	55385	Damian Lazarus & The Ancient Moons - Feedback Loop (Bedouin Remix)	Deep House, Neo Trance, Tech House	M:/Volumes/Avantgarde/MP3/Various Artists - FEEDBACK LOOP [2018]/03 - Damian Lazarus & The Ancient Moons - Feedback Loop (Bedouin Remix).mp3
-0.003241	22378	8A Am - 8A Am	House, Deep House, Techno	M:/Volumes/Abstracted/20001-30000/Deep CHoice EP Two MBG1892 01 The Problem Remastered.wav
-0.003252	18795	Jacopo Latini - Time is up	Electro, Electroclash, House	M:/Volumes/Abstracted/10001-20000/Time is up.flac
-0.003269	7891	Shackleton - One of Us Escaped	Ambient, Experimental, Dub	M:/Volumes/Abstracted/00001-10000/Shackleton - One of Us Escaped.flac
-0.003271	14785	KAIR - Tanginimal (Original Mix)	Minimal, Techno, Psy-Trance	M:/Volumes/Abstracted/10001-20000/KAIR - Tanginimal (Original Mix).wav
-0.003275	34870	Franco Rossi - Las Gorgonas (Original Mix)	Techno, Hard Techno, Electro	M:/Volumes/Abstracted/30001-40000/Franco Rossi - Las Gorgonas (Original Mix).aiff
-0.003277	33307	Chiranuma - Okean (Panorama Channel Remix)	Techno, Tech House, Breaks	M:/Volumes/Abstracted/30001-40000/Chiranuma fragment you 05 Okean Panorama Channel Remix.flac
-0.003326	1447	Butch - Tease Me (Original Mix) [Cecille 2010]	House, Tech House, Techno	M:/Volumes/Abstracted/00001-10000/Butch - Tease Me (Original Mix) [Cecille 2010].wav
-0.003330	2989	Edward - Time	Techno, House, Deep House	M:/Volumes/Abstracted/00001-10000/Edward - Time.flac
-0.003336	57644	Jean Agoriia - L'astral	Techno, Deep Techno, Minimal	M:/Volumes/Avantgarde/MP3/Various Artists - NOTHING BUT... MINIMAL STYLE, VOL. 09 Pt.2 [2020]/09 - Jean Agoriia - L'astral.mp3
-0.003357	6792	Ovum Recordings - 2002 - D'Julz - Acid Tricks	House, Deep House, Tech House	M:/Volumes/Abstracted/00001-10000/Ovum Recordings OVUM 303 26 2002 D'Julz Acid Tricks.aiff
-0.003369	14865	Kid Enigma - Peaceful Year	House, Ghetto House, Techno	M:/Volumes/Abstracted/10001-20000/Kid Enigma - Peaceful Year.aiff
-0.003398	15352	Loxique - JAzzor Jazzor (vocal)	Minimal, Minimal Techno, Tech House	M:/Volumes/Abstracted/10001-20000/Loxique - JAzzor - 02 Jazzor (vocal).wav
-0.003472	4375	Jamie Trench Manoeuvre Original Mix Roots For Bloom Records 2023	Techno, Tech House, Minimal	M:/Volumes/Abstracted/00001-10000/Jamie Trench Manoeuvre Original Mix Roots For Bloom Records 2023.wav
-0.003493	53866	Dimitri Veimar - Dimitri Veimar	Techno, Tech House, House	M:/Volumes/Avantgarde/MP3/Various Artists - BLAZE [2018]/03 - Dimitri Veimar - 007.mp3
-0.003515	43877	Kontinum - Polar Express Penguin Diaries (XYIZ Your Touch Remix)	Dub Techno, Deep Techno, Techno	M:/Volumes/Albums/Kontinum - Polar Express/Kontinum - Polar Express - 12 Penguin Diaries (XYIZ Your Touch Remix).wav
