Approximate vocal-track candidates from CLAP text/audio contrast
Database: C:\db\abstracted.sqlite
Tracks with CLAP embeddings: 61355
Threshold: top 5% score >= -0.033566
Selected: 3068
Score = max(vocal prompt similarity) - max(instrumental prompt similarity)

score	id	title	maest_top_labels	path
0.035395	49349	Modular Phaze - Artificial Experience	Techno, Hard Techno, Industrial	M:/Volumes/Avantgarde/MP3/Modular Phaze - CONQUER YOUR HEART [2020]/02 - Modular Phaze - Artificial Experience.mp3
0.035364	48938	Marcel Dettmann - Test-File	Techno, Industrial, Acid	M:/Volumes/Avantgarde/MP3/Marcel Dettmann - TEST-FILE [2018]/01 - Marcel Dettmann - Test-File.mp3
0.035342	18197	Sono Keep Control (Hydrogen Rockers Vocal) [Code Blue]	Progressive House, House, Tech House	M:/Volumes/Abstracted/10001-20000/Sono Keep Control (Hydrogen Rockers Vocal) [Code Blue].wav
0.035225	51776	The Orb - 9 Elms Over River Eno (The Field Remix)	Experimental, Ambient, Techno	M:/Volumes/Avantgarde/MP3/The COW Remixes - The_Orb [2017]/02 - The Orb - 9 Elms Over River Eno (The Field Remix).mp3
0.035185	33583	Corrina Joseph - Lonely	House, Downtempo, Drum n Bass	M:/Volumes/Abstracted/30001-40000/Corrina Joseph - Lonely.flac
0.035155	50388	Raito - Give Yourself	Techno, Hard Techno, Acid	M:/Volumes/Avantgarde/MP3/Raito - NEVER FELT THIS WAY EP [2019]/03 - Raito - Give Yourself.mp3
0.034968	31406	Lamb - Trans Fatty Acid (K&D Session)	Drum n Bass, Downtempo, Future Jazz	M:/Volumes/Abstracted/30001-40000/10 Lamb Kruder & Dorfmeister The K&D Sessions TM Trans Fatty Acid.wav
0.034788	34709	Leafar Legov - Family Is Everything	Ambient, Experimental, Drone	M:/Volumes/Abstracted/30001-40000/Family Is Everything.flac
0.034757	38324	Sade - Smooth Operator/Red Eye (Medley) (Extended Version)	Synth-pop, Soul, Smooth Jazz	M:/Volumes/Abstracted/30001-40000/Sade - Smooth Operator, Red Eye Medley Extended (Version).flac
0.034711	19799	Manao - X03	Techno, Electro, EBM	M:/Volumes/Abstracted/10001-20000/X03.flac
0.034680	5110	Otik - Lightyear Dub	Drum n Bass, Ambient, Breaks	M:/Volumes/Abstracted/00001-10000/Lightyear Dub.aiff
0.034674	30913	Hayden Andre Presents Subculture - Come Back (Classic Mix)	Deep House, House, Acid House	M:/Volumes/Abstracted/30001-40000/04 Hayden Andre Presents Subculture Come Back Classic Mix.flac
0.034602	33375	Christopher Ledger - Inspection	Speed Garage, Bassline, UK Garage	M:/Volumes/Abstracted/30001-40000/Christopher Ledger - Inspection.flac
0.034379	12323	Da Rebels - House Nation Under a Groove	House, Deep House, Tech House	M:/Volumes/Abstracted/10001-20000/Da Rebels - House Nation Under a Groove.wav
0.034296	60221	Yousef - Lover (Original Mix)	Tech House, House, Progressive House	M:/Volumes/Avantgarde/MP3/Various Artists - THE NASTY EP [2018]/02 - Yousef - Lover (Original Mix).mp3
0.034289	9151	Unknown Artist - B [ODEFFFFFF]	Tech House, House, Minimal	M:/Volumes/Abstracted/00001-10000/Unknown Artist - B [ODEFFFFFF].flac
0.034280	30850	Sepp - Neon Fade	House, Tech House, Progressive House	M:/Volumes/Abstracted/30001-40000/03. Sepp - Neon Fade.flac
0.034280	41271	Sepp - Sepp - Neon Fade	House, Tech House, Progressive House	M:/Volumes/Avantgarde/HiRes/Sepp & Adam Bogdan - Neon Fade EP [2025]/03 Sepp - Neon Fade.flac
0.034207	31562	Kruder & Dorfmeister - Lexicon	Ambient, Experimental, Dub	M:/Volumes/Abstracted/30001-40000/18 Kruder & Dorfmeister Kruder & Dorfmeister The K&D Sessions TM.wav
0.034050	61661	Tolstoi, Andsan, The Boombox - Snatt	Tech House, House, Deep House	M:/Volumes/Avantgarde/MP3/Various Artists - YOUNG GUNS 01. [2018]/01 - Tolstoi, Andsan, The Boombox - Snatt.mp3
0.033980	57490	Fahrland feat. Mz Sunday Luv - Beggin (Night Version)	House, Deep House, Techno	M:/Volumes/Avantgarde/MP3/Various Artists - NIGHT VERSIONS [2018]/02 - Fahrland feat. Mz Sunday Luv - Beggin (Night Version).mp3
0.033947	49355	Modular Phaze - Bastard Solutions	Techno, Hard Techno, Industrial	M:/Volumes/Avantgarde/MP3/Modular Phaze - CONQUER YOUR HEART [2020]/04 - Modular Phaze - Bastard Solutions.mp3
0.033866	43294	Blu:sh - Passion Fruit (Blush edit)	House, Techno, Acid House	M:/Volumes/Albums/Blu-sh - Blush Edits fundraiser/Blu-sh - Blush Edits fundraiser - 07 Passion Fruit (Blush edit).aiff
0.033810	4909	Kroud & Prototyperz - Let It Be Mine	Electro House, Progressive House, House	M:/Volumes/Abstracted/00001-10000/Kroud & Prototyperz - Let It Be Mine.wav
0.033752	56369	The Recorder - Mudutu (Original Mix)	Techno, Acid, Tech House	M:/Volumes/Avantgarde/MP3/Various Artists - IZZAKKARA EP [2018]/02 - The Recorder - Mudutu (Original Mix).mp3
0.033656	23268	Faithless - Insomnia (Moody Mix)	House, Progressive House, Electro	M:/Volumes/Abstracted/20001-30000/Faithless - Insomnia (Moody ).flac
0.033573	2617	DJ Rashad; Addison Groove - Acid Bit	Acid, Techno, Tribal	M:/Volumes/Abstracted/00001-10000/DJ Rashad; Addison Groove - Acid Bit.flac
0.033573	43269	Baguette Magique Records - Gecko Moria (Zombie Mix)	Techno, Tech House, House	M:/Volumes/Albums/Baguette Magique Records - Moulin - Vegapunk EP/Baguette Magique Records - Moulin - Vegapunk EP - 02 Gecko Moria (Zombie Mix).aiff
0.033421	11637	Calabasa - Pulse Majeur	Minimal, Bassline, Tech House	M:/Volumes/Abstracted/10001-20000/Calabasa - Pulse Majeur.flac
0.033371	32868	Blaze featuring Palmer Brown - My Beat (Ambassador Remix)	Techno, Tech House, House	M:/Volumes/Abstracted/30001-40000/Blaze featuring Palmer Brown - My Beat (Ambassador Remix).flac
0.033348	56927	2pole - Pulsar (Original Mix)	Techno, Hard Techno, Schranz	M:/Volumes/Avantgarde/MP3/Various Artists - MAGNETAR EP [2018]/02 - 2pole - Pulsar (Original Mix).mp3
0.033314	7895	Broken English Club - Shadows and Tall Trees	EBM, Industrial, Darkwave	M:/Volumes/Abstracted/00001-10000/Shadows and Tall Trees.flac
0.033258	61040	Omnia Vox - Sli27	Techno, Hard Techno, Electro	M:/Volumes/Avantgarde/MP3/Various Artists - VA-SI [2020]/07 - Omnia Vox - Sli27.mp3
0.033210	3378	Floorplan - Never Grow Old (Mark Broom Dubplate Mix)	Techno, House, Tech House	M:/Volumes/Abstracted/00001-10000/Floorplan - Never Grow Old (Mark Broom Dubplate Mix).flac
0.033205	38482	Shackleton - Few Are Chosen	Ambient, Experimental, Downtempo	M:/Volumes/Abstracted/30001-40000/Shackleton - Few Are Chosen.flac
0.033184	51372	Spektre - Back Into Consciousness	Techno, Hard Techno, Tech Trance	M:/Volumes/Avantgarde/MP3/Spektre - BACK INTO CONSCIOUSNESS EP [2018]/01 - Spektre - Back Into Consciousness.mp3
0.033155	31725	7 Horizons - Playa En Cuba	House, Progressive House, Dance-pop	M:/Volumes/Abstracted/30001-40000/7 Horizons - Playa En Cuba.flac
0.033131	9692	wAFF - Side To Side (Nu Zau Remix)	Tech House, House, Techno	M:/Volumes/Abstracted/00001-10000/wAFF - Side To Side (Nu Zau ) [UVARDIG010].flac
0.033131	42420	wAFF - wAFF - Side to side (Nu Zau Remix)	Tech House, House, Techno	M:/Volumes/Avantgarde/HiRes/VA - Side to side EP [2025]/02 wAFF - Side to side (Nu Zau Remix) [UVAR].wav
0.033107	57370	Blin Eff - Trinità	Minimal, Minimal Techno, Techno	M:/Volumes/Avantgarde/MP3/Various Artists - NATURA CELESTE [2020]/04 - Blin Eff - Trinità.mp3
0.033060	39942	Zenker Brothers - Watz [Ilian Tape]	Experimental, Techno, Ambient	M:/Volumes/Abstracted/30001-40000/Zenker Brothers - Watz [Ilian Tape].wav
0.033014	36545	Marco Faraone, Arado - Possible	Tech House, Minimal, Techno	M:/Volumes/Abstracted/30001-40000/Marco Faraone - Possible.flac
0.032896	50796	Ronnie Spiteri - Carnage	Techno, Tech House, Tech Trance	M:/Volumes/Avantgarde/MP3/Ronnie Spiteri - LOSE CONTROL [2020]/02 - Ronnie Spiteri - Carnage.mp3
0.032890	17210	Radiohead	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/10001-20000/Radiohead.wav
0.032851	61910	F-Rontal - Caque	Techno, Hard Techno, Minimal Techno	M:/Volumes/Avantgarde/MP3/Various Artists Pt.4 - SICK PLANET PANKOW PRESENTS SPOOKY NITRO 2K19 [2019]/06 - F-Rontal - Caque.mp3
0.032851	61892	F-Rontal - Caque	Techno, Hard Techno, Minimal Techno	M:/Volumes/Avantgarde/MP3/Various Artists Pt.3 - SICK PLANET PANKOW PRESENTS SPOOKY NITRO 2K19 [2019]/07 - F-Rontal - Caque.mp3
0.032775	57398	Rohar - Mulch (Original Mix)	Techno, Hard Techno, Acid	M:/Volumes/Avantgarde/MP3/Various Artists - NERVES [2018]/03 - Rohar - Mulch (Original Mix).mp3
0.032749	28675	Thomas - What I Envisioned	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/20001-30000/Thomas - What I Envisioned.wav
0.032728	33155	Camisra - Let Me Show You (Original Mix)	House, Trance, Progressive House	M:/Volumes/Abstracted/30001-40000/Camisra - Let Me Show You (Original Mix).flac
0.032486	51373	Spektre - Soul Movement (Original Mix)	Tech House, Techno, House	M:/Volumes/Avantgarde/MP3/Spektre - EYE OF THE SWARM [2018]/01 - Spektre - Soul Movement (Original Mix).mp3
0.032377	27879	Shcaa - If You Fall	Downtempo, Deep House, Experimental	M:/Volumes/Abstracted/20001-30000/Shcaa - If You Fall.flac
0.032372	8838	Traumer, antraum & An-Ton - Hyaku (Edit)	Deep House, House, Tech House	M:/Volumes/Abstracted/00001-10000/Traumer, antraum & An-Ton - Hyaku (Edit).aif
0.032261	58697	Wolfram - Rein feat. Egyptian Lover & Yung Hurn Westbam (Electro Mix)	Electro, Electro, Techno	M:/Volumes/Avantgarde/MP3/Various Artists - REMIX EP [2019]/02 - Wolfram - Rein feat. Egyptian Lover & Yung Hurn Westbam (Electro Mix).mp3
0.032221	44695	Vilod - Wassernova	Experimental, Abstract, Free Improvisation	M:/Volumes/Albums/Vilod - The Clouds Know/05 - Wassernova.flac
0.032210	33813	Dana Dawson - 3 Is Family (Dancing Divaz Vocal Club Mix)	House, Garage House, RnB/Swing	M:/Volumes/Abstracted/30001-40000/Dana Dawson - 3 Is Family (Dancing Divaz Vocal Club Mix).flac
0.032155	6231	N!koloz Amirejibi - qalisi	Downtempo, Tribal, Ambient	M:/Volumes/Abstracted/00001-10000/N!koloz Amirejibi - qalisi.wav
0.032103	41041	Never Alone In A Dark Room - Never Alone In A Dark Room I Don t Give A Fk ! Wake Me Up	Minimal, House, Tech House	M:/Volumes/Avantgarde/HiRes/Never Alone In A Dark Room - I Don't Give A Fk ! EP [2025]/01 Never Alone In A Dark Room I Don t Give A Fk ! Wake Me Up.flac
0.032103	53099	Moby - Mere Anarchy (Nicole Moudaber Remix)	Techno, Ambient, Deep Techno	M:/Volumes/Avantgarde/MP3/Various Artists - ADOPTION EP [2018]/02 - Moby - Mere Anarchy (Nicole Moudaber Remix).mp3
0.032081	58653	The Golden Filter - The Pull	Techno, House, Experimental	M:/Volumes/Avantgarde/MP3/Various Artists - RED [2019]/01 - The Golden Filter - The Pull.mp3
0.032079	655	Andre Kronert - Open Our Eyes	Techno, House, Tech House	M:/Volumes/Abstracted/00001-10000/Andre Kronert - Open Our Eyes [BERGASE02].flac
0.032041	15391	Ludwig & Sallaerts - Broken Grain Diamond	Electro, Techno, IDM	M:/Volumes/Abstracted/10001-20000/Ludwig & Sallaerts - Broken Grain Diamond.flac
0.032015	26288	Niko Maxen - Kinesis	Ambient, Experimental, Dark Ambient	M:/Volumes/Abstracted/20001-30000/Niko Maxen - Kinesis.flac
0.031975	37317	NSD DUB - NSD-Food for Scoops	Dub, Dub, Roots Reggae	M:/Volumes/Abstracted/30001-40000/NSD DUB - Natural Coexistence - 04 NSD-Food for Scoops.flac
0.031968	20876	Argy - Tataki	Techno, Nu-Disco, Tech House	M:/Volumes/Abstracted/20001-30000/Argy - Tataki.flac
0.031934	61780	Willtechmusic - My Groove	Tech House, Techno, House	M:/Volumes/Avantgarde/MP3/Various Artists Pt. 1 - DEEP UNDER [2019]/04 - Willtechmusic - My Groove.mp3
0.031928	31701	Liaisons Dangereuses - Avant-Après Mars	Electro, Synth-pop, Minimal	M:/Volumes/Abstracted/30001-40000/34. Liaisons Dangereuses - Avant-Après Mars.flac
0.031904	1372	Brendan James - You're All Over My	Bassline, Tech House, House	M:/Volumes/Abstracted/00001-10000/Brendan James - You're All Over My [SC39B].flac
0.031788	43897	Leon Vynehall - All I See Is You, Velvet Brown	Ambient, Experimental, Contemporary Jazz	M:/Volumes/Albums/Leon Vynehall - Rare, Forever (Ninja Tune).FLAC/10-Leon Vynehall - All I See Is You, Velvet Brown.flac
0.031772	47232	Ettica - Phantom Guide (Original Mix)	Techno, Hard Techno, Minimal Techno	M:/Volumes/Avantgarde/MP3/Ettica - PLANET GUIDE [2018]/02 - Ettica - Phantom Guide (Original Mix).mp3
0.031769	34278	Dominica - Gotta Let You Go (DJ Tonka Mix)	House, Euro House, Garage House	M:/Volumes/Abstracted/30001-40000/Dominica - Gotta Let You Go (DJ Tonka Mix).flac
0.031761	13846	Guest (UK) - Casio	House, Bassline, Speed Garage	M:/Volumes/Abstracted/10001-20000/Guest (UK) - Casio [MM085].flac
0.031745	59970	Vinci & Darrell - You Talk	Tech House, House, Progressive House	M:/Volumes/Avantgarde/MP3/Various Artists - TECH HOUSE WAVES 10 Pt.1 [2019]/08 - Vinci & Darrell - You Talk.mp3
0.031606	56819	Luke Slater - Love	Techno, Ambient, Experimental	M:/Volumes/Avantgarde/MP3/Various Artists - LOVE REMIXES [2019]/01 - Luke Slater - Love.mp3
0.031601	62177	KAS:ST - Base 4	Techno, Hard Techno, Deep Techno	M:/Volumes/Avantgarde/MP3/Voyage Of Time - Kas St [2017]/02 - KAS ST - Base 4.mp3
0.031600	56115	Za__Paradigma - Repeater_Manipulations	Experimental, Abstract, IDM	M:/Volumes/Avantgarde/MP3/Various Artists - I WANT THE BASS [2020]/08 - Za__Paradigma - Repeater_Manipulations.mp3
0.031582	60225	New Jackson - The Night Mail (Mano Le Tough Remix)	Experimental, Techno, House	M:/Volumes/Avantgarde/MP3/Various Artists - THE NIGHT MAIL [2019]/03 - New Jackson - The Night Mail (Mano Le Tough Remix).mp3
0.031556	20598	Broken English Club - Alone In The Hunt	Techno, EBM, Industrial	M:/Volumes/Abstracted/20001-30000/Alone In The Hunt.flac
0.031544	37612	Invadhertz - Paperbag	Drum n Bass, Halftime, Dubstep	M:/Volumes/Abstracted/30001-40000/Paperbag.flac
0.031526	4595	Josh Wink - A1 Higher State of Consciousness (Adana Twins Remix One) VINYL ONLY	Electro, Acid, Breaks	M:/Volumes/Abstracted/00001-10000/Josh Wink Higher State of Consciousness Adana Twins Remix One Watergate.aiff
0.031469	370	Akuratyde - Tides	Drum n Bass, Halftime, Ambient	M:/Volumes/Abstracted/00001-10000/Akuratyde - Tides.flac
0.031451	7234	Railean - Ne Pytaysya (Original Mix)	Minimal, Tech House, Techno	M:/Volumes/Abstracted/00001-10000/Railean - Ne Pytaysya (Original Mix).wav
0.031362	3245	Farsight - Sorry Mate!	Drum n Bass, Grime, Electro	M:/Volumes/Abstracted/00001-10000/Farsight - Sorry Mate!.flac
0.031298	30800	KMFH - ASH FLP	UK Garage, RnB/Swing, House	M:/Volumes/Abstracted/30001-40000/03. KMFH - ASH FLP.flac
0.031242	272	ACA (YU) - Whateva	Speed Garage, UK Garage, Bassline	M:/Volumes/Abstracted/00001-10000/ACA (YU) - Whateva (Seb Zito Remix).flac
0.031121	34175	Dj Fitness - Schvitzing	Downtempo, Electro, Leftfield	M:/Volumes/Abstracted/30001-40000/Dj Fitness - Schvitzing.flac
0.031091	48592	Lampe - Omnical	Deep Techno, Tech House, Progressive House	M:/Volumes/Avantgarde/MP3/Lampe - UNDECIDED EP [2019]/03 - Lampe - Omnical.mp3
0.031074	61828	Decker - Camouflage	Techno, Hard Techno, Industrial	M:/Volumes/Avantgarde/MP3/Various Artists Pt.1 - SICK PLANET PANKOW PRESENTS SPOOKY NITRO 2K19 [2019]/08 - Decker - Camouflage.mp3
0.031062	33218	Ce Ce Peniston - Finally (7' Choice Mix)	House, Garage House, Soul	M:/Volumes/Abstracted/30001-40000/Ce Ce Peniston - Finally (7' Choice Mix).flac
0.031047	35730	Jichael Mackson - Xmas Giftcard	IDM, Experimental, Downtempo	M:/Volumes/Abstracted/30001-40000/Jichael Mackson - ITLP20 - Wait For It - 09 Xmas Giftcard.flac
0.030893	43272	Bansury Label - Hostox - la ultimul spectacol (BNS 002) Hostox - epigram	Tech House, Minimal, House	M:/Volumes/Albums/Bansury Label - Hostox - la ultimul spectacol (BNS 002)/Bansury Label - Hostox - la ultimul spectacol (BNS 002) - 02 Hostox - epigram.wav
0.030796	18527	Sweely - Make It A Night To Remember	House, Euro House, Trance	M:/Volumes/Abstracted/10001-20000/Sweely - Make It A Night To Remember.flac
0.030742	27629	Saav - Kiero Ketamina [Edit]	Minimal, Minimal Techno, Techno	M:/Volumes/Abstracted/20001-30000/Saav Kiero Ketamina (Edit).flac
0.030690	44741	Havvoc - Nurburgring	Tech House, Minimal, Minimal Techno	M:/Volumes/Albums/Welter Records - Christmas At Welter 05 -CAW05/Havvoc - Christmas At Welter 05 -CAW05- - 10 Nurburgring.aiff
0.030547	59721	William Arist - Oxide	Techno, Tech House, House	M:/Volumes/Avantgarde/MP3/Various Artists - STEAM [2019]/05 - William Arist - Oxide.mp3
0.030497	6152	Mr. G - How Deep	Techno, House, Deep House	M:/Volumes/Abstracted/00001-10000/Mr. G - How Deep.flac
0.030482	32643	Baltazar - looking thru the darkness	Minimal Techno, Minimal, Tech House	M:/Volumes/Abstracted/30001-40000/Baltazar - looking thru the darkness.flac
0.030480	38315	Sade - Never As Good As The First Time (Extended Mix)	Synth-pop, Pop Rock, Downtempo	M:/Volumes/Abstracted/30001-40000/Sade - Never As Good As The First Time (Extended Mix) 1986.flac
0.030427	47940	MIB - 1997 - (Ilya Dubrovin remix)	IDM, Breakbeat, Trip Hop	M:/Volumes/Avantgarde/MP3/Ilya Dubrovin - Untitled [2022]/01 - MIB - 1997 - (Ilya Dubrovin remix).mp3
0.030402	17398	Ricardo Villalobos - I'm Broken (Mix 2)	Minimal, Minimal Techno, Tech House	M:/Volumes/Abstracted/10001-20000/Ricardo Villalobos - I'm Broken (Mix 2).aif
0.030389	35792	Jordan Lakofski - Jam Hue	Breaks, Tech House, House	M:/Volumes/Abstracted/30001-40000/Jordan Lakofski - Jam Hue [PDM016].flac
0.030287	7015	Pheelo - Banzai	Tech House, House, Minimal	M:/Volumes/Abstracted/00001-10000/Pheelo - Banzai [SC39B].flac
0.030171	37877	Purple Disco Machine - Devil in Me Feat. Joe Killington & Duane Harden (Extended Mix)	House, Nu-Disco, Deep House	M:/Volumes/Abstracted/30001-40000/Purple Disco Machine Devil in Me Feat Joe Killington & Duane Harden.aiff
0.030162	23226	140031 - Exander - Unknown003	Tech House, Minimal, Minimal Techno	M:/Volumes/Abstracted/20001-30000/Exander - Unknown003.flac
0.030160	12415	Darius Syrossian - Let There Be House	House, Tech House, Speed Garage	M:/Volumes/Abstracted/10001-20000/Darius Syrossian - Let There Be House.flac
0.030089	25373	malcom daffy - mama konda (vlad caia edit)	House, Tech House, Tribal House	M:/Volumes/Abstracted/20001-30000/malcom daffy - mama konda (vlad caia edit).wav
0.030072	31719	Skeptical - Cold Fold	Drum n Bass, Halftime, Experimental	M:/Volumes/Abstracted/30001-40000/6-Skeptical-Cold-Fold-09COIS.flac
0.030071	11127	BAKEY - Mashed	UK Garage, Drum n Bass, Speed Garage	M:/Volumes/Abstracted/10001-20000/BAKEY - Mashed.flac
0.030039	56950	Christian Löffler - Mare (Avatism Remix)	Techno, Ambient, Electro	M:/Volumes/Avantgarde/MP3/Various Artists - MARE [2017]/01 - Christian Löffler - Mare (Avatism Remix).mp3
0.030036	38698	Space Afrika - Uwem Creation	Dub Techno, Ambient, Grime	M:/Volumes/Abstracted/30001-40000/Space Afrika Uwem Creation.flac
0.030020	1159	Baylee Brown - Issa Issa	Minimal, Tech House, Minimal Techno	M:/Volumes/Abstracted/00001-10000/Baylee Brown - Issa Issa [RREC001].flac
0.030010	32768	Bereza - Wargasm	EBM, Techno, Industrial	M:/Volumes/Abstracted/30001-40000/Bereza - Wargasm.flac
0.029949	54861	Dobranotch - Longa (Fjn Remix)	Dubstep, Trap, Hip Hop	M:/Volumes/Avantgarde/MP3/Various Artists - DOBRANOTCH REMIXES [2018]/02 - Dobranotch - Longa (Fjn Remix).mp3
0.029807	55193	Dasq, Baby Al - Escobar	Tech House, House, Deep House	M:/Volumes/Avantgarde/MP3/Various Artists - ESCOBAR [2018]/01 - Dasq, Baby Al - Escobar.mp3
0.029696	60131	Flug - XLR	Techno, Industrial, Minimal Techno	M:/Volumes/Avantgarde/MP3/Various Artists - THE CHRONIC 2019/02 - Flug - XLR.mp3
0.029599	1762	Christopher Ledger - Do It Like That	Bassline, UK Garage, Speed Garage	M:/Volumes/Abstracted/00001-10000/Christopher Ledger - Do It Like That [HDF002].flac
0.029534	23523	Furz - Altr 089	Experimental, Ambient, Abstract	M:/Volumes/Abstracted/20001-30000/Furz - Altr 089 (Intro).wav
0.029508	40072	Tyree - Nuthin Wrong	Ghetto House, House, Techno	M:/Volumes/Abstracted/40001-50000/Nuthin Wrong.wav
0.029466	8163	Space Bunny - B2 Spudnik (Ver Vlads Remix) VINYL ONLY	Downtempo, Trip Hop, Trip Hop	M:/Volumes/Abstracted/00001-10000/Space Bunny Spudnik Ver Vlads Remix Surreal.aiff
0.029356	9154	Unknown Artist (ODE) - #CF2525 B	Techno, Minimal, Ambient	M:/Volumes/Abstracted/00001-10000/Unknown Artist - CF2525 B (Vinyl).wav
0.029353	55623	Doubleskin, Lukii - Hamburguer	Techno, Tech House, Minimal Techno	M:/Volumes/Avantgarde/MP3/Various Artists - FUTURE VISIONS [2019]/07 - Doubleskin, Lukii - Hamburguer.mp3
0.029343	26167	Nathan Barato - House Is Burning	Tech House, House, Techno	M:/Volumes/Abstracted/20001-30000/Nathan Barato - House Is Burning [MM085].flac
0.029140	38732	Statik - I want your body	Tech House, Minimal, Techno	M:/Volumes/Abstracted/30001-40000/Statik - I want your body.wav
0.029099	13437	Figi & San Proper Speakers Go Pop ft LEWIE 4424 DIGITAL	House, Tech House, Deep House	M:/Volumes/Abstracted/10001-20000/Figi & San Proper Speakers Go Pop ft LEWIE 4424 DIGITAL.wav
0.029078	22381	Defex - Dance with Somebody	Tech House, House, Garage House	M:/Volumes/Abstracted/20001-30000/Defex - Dance with Somebody.flac
0.029022	53811	Lampe - Crystal Cave (Joseph Disco Remix)	Deep Techno, Psy-Trance, Progressive Trance	M:/Volumes/Avantgarde/MP3/Various Artists - BETWEEN THE WORLDS [2018]/03 - Lampe - Crystal Cave (Joseph Disco Remix).mp3
0.028890	22822	Dragomir - Tribal groove	House, Tech House, Tribal	M:/Volumes/Abstracted/20001-30000/Dragomir - Tribal groove.flac
0.028862	15688	Masomenos, Jaw - Tomorrow (Original Mix)	Tech House, Minimal, Deep House	M:/Volumes/Abstracted/10001-20000/Masomenos, Jaw - Tomorrow (Original Mix).wav
0.028842	26278	Nikki Nair - cclluubb	House, Ghetto, Techno	M:/Volumes/Abstracted/20001-30000/Nikki Nair - cclluubb.flac
0.028791	14404	J.K. Rollin - Lick It (Robbie Doherty Remix)	House, Bassline, UK Garage	M:/Volumes/Abstracted/10001-20000/J.K. Rollin - Lick It (Robbie Doherty Remix) [SOSO008].flac
0.028777	34703	FaltyDL - Paradox Garage Part 1 (With Your Love)	House, Deep House, Techno	M:/Volumes/Abstracted/30001-40000/FaltyDL - Paradox Garage Part 1 (With Your Love).flac
0.028562	47490	Frank Biazzi - Storm (Original Mix)	Techno, Hard Techno, Tech House	M:/Volumes/Avantgarde/MP3/Frank Biazzi - SIREN STORM [2018]/02 - Frank Biazzi - Storm (Original Mix).mp3
0.028559	16631	Ohm Hourani - Barbara (Villalobos & Javasoul Remix)	Minimal Techno, Minimal, Tech House	M:/Volumes/Abstracted/10001-20000/Ohm Hourani - Barbara (Villalobos & Javasoul Remix).flac
0.028540	540	Sally C - All Love	House, Tech House, Euro House	M:/Volumes/Abstracted/00001-10000/All Love.flac
0.028524	48241	JollyJ - Antidote	Techno, Tech House, Hard Techno	M:/Volumes/Avantgarde/MP3/JollyJ - ANTIDOTE [2018]/01 - JollyJ - Antidote.mp3
0.028508	43191	Afriqua - Melt (feat. Sorcha Richardson)	Minimal, Techno, Tech House	M:/Volumes/Albums/Afriqua - Melt ( 2013 )/01. Afriqua - Melt (feat. Sorcha Richardson).flac
0.028473	32869	Blaze featuring Palmer Brown - My Beat (Ambassador Radio Edit)	Techno, Tech House, Minimal	M:/Volumes/Abstracted/30001-40000/Blaze featuring Palmer Brown My Beat Ambassador (Radio Edit).flac
0.028461	38604	Sinusoidal - Set It	Industrial, EBM, Tribal	M:/Volumes/Abstracted/30001-40000/Sinusoidal - Set It.flac
0.028453	3819	Kolumban - Halflings	Minimal, Minimal Techno, Tech House	M:/Volumes/Abstracted/00001-10000/Halflings.flac
0.028278	35094	Goldtrix feat Andreea Brown It's Love Trippin Lascu MSTR (Remix)	House, Tech House, Deep House	M:/Volumes/Abstracted/30001-40000/Goldtrix feat Andreea Brown It's Love Trippin Lascu MSTR (Remix).wav
0.028269	21988	Cosmin TRG - Stefan Baghiu - Palimpsests Vol. I EP Protoflora (Stefan Baghiu Edit)	Techno, Tech House, Deep Techno	M:/Volumes/Abstracted/20001-30000/Cosmin TRG Stefan Baghiu Palimpsests Vol I EP 02 Protoflora Stefan.wav
0.028103	22819	Dragomir - Yourself	Experimental, Ambient, Abstract	M:/Volumes/Abstracted/20001-30000/Dragomir - Yourself.flac
0.028094	59905	Manipolato - Take Your Time	Deep House, House, Garage House	M:/Volumes/Avantgarde/MP3/Various Artists - TAKE YOUR TIME [2020]/01 - Manipolato - Take Your Time.mp3
0.028003	48474	Gunnar Haslam - Sostanze	Techno, Acid, Deep Techno	M:/Volumes/Avantgarde/MP3/KL 01 - Gunnar HASLAM/01 - Gunnar Haslam - Sostanze.mp3
0.027995	31885	ACA (YU) - Selecta	Bassline, Tech House, Electro House	M:/Volumes/Abstracted/30001-40000/ACA (YU) - Selecta [GT064].flac
0.027885	59645	La Marine - Flash	Techno, House, Deep House	M:/Volumes/Avantgarde/MP3/Various artists - SPEICHER 102 [2018]/02 - La Marine - Flash.mp3
0.027842	26051	Nicolas Duque - Moshpit Rave	Breaks, Bassline, UK Garage	M:/Volumes/Abstracted/20001-30000/Moshpit Rave.flac
0.027800	59325	Kwartz - Show Me That Light	Techno, Deep Techno, Industrial	M:/Volumes/Avantgarde/MP3/Various Artists - SHOW ME THAT LIGHT EP [INC. CLERIC REMIX] [2018]/03 - Kwartz - Show Me That Light.mp3
0.027746	6679	Operator (DJ Koze’s 12 inch extended disco version)	House, Disco, Nu-Disco	M:/Volumes/Abstracted/00001-10000/Operator (DJ Koze’s 12 inch extended disco version).wav
0.027583	20922	Artifuel & Bucur - A bit of groove	Techno, Tech House, Minimal Techno	M:/Volumes/Abstracted/20001-30000/Artifuel & Bucur - A bit of groove.flac
